epoch,train_g,train_d,train_l1,val_l1
1,8.76055695525313,0.34074053247830116,0.11359873255797193,0.12155798421456264
2,8.023229320492364,0.3205952700392335,0.10687759755986982,0.1129908154790218
3,9.029987807822438,0.2243550089476383,0.11238219186795496,0.12853063528354353
4,9.24348174154231,0.19739574088459522,0.10745463823586439,0.11729508638381958
5,9.311566015260409,0.19806898114955532,0.10886274304537646,0.1142054211634856
6,9.076246903005954,0.1717073956949521,0.10250290898622665,0.09940856637863013
7,9.722353276953234,0.1833231239620827,0.10678315353868283,0.1070437144774657
8,9.483970236989249,0.18622718558572562,0.10730157509050538,0.10157213703944133
9,9.949804124578966,0.13901753768539138,0.10546362531923614,0.11340115677851897
10,9.6552048109274,0.1433616646202858,0.10098137271351519,0.11185579575025119
