epoch,train_g,train_d,train_l1,val_l1
1,13.044255248213236,0.38416802573256786,0.10472665186476919,0.1196602863761095
2,13.3974867711025,0.27311768811360926,0.10157678902676676,0.10951345585859738
3,13.016729734640206,0.30420321888760127,0.10390453185655374,0.1774513033720163
4,12.954383731943317,0.27843555623451166,0.10068568963128909,0.12382598393238507
5,13.454761462928975,0.23005805390400696,0.10105269178088787,0.0939834129351836
6,13.976097672386507,0.21060662439702887,0.10415342779813615,0.2387300064930549
7,13.86043003386101,0.21010727300185017,0.0993336286165018,0.12746569170401648
8,13.918738753394743,0.18002240302090625,0.1024099447294674,0.10124869988514827
9,14.929735799806307,0.09616237845832268,0.10488015307789356,0.1192767986884484
10,13.562855315419425,0.23263621843312826,0.09614575291629386,0.09476807598884289
