epoch,train_g,train_d,train_l1,val_l1
1,13.739984740198185,0.2811411435394424,0.10637374637664947,0.09505005639332992
2,13.21303354111393,0.23571792993265972,0.09616560113113538,0.12812975507516128
3,13.584748799821972,0.20880709546494536,0.09876916465242352,0.09515886868421848
4,13.31790160288853,0.21483725235195814,0.09976057820351777,0.15277842031075403
5,14.257875982639009,0.10119925500347024,0.1020385509571143,0.13452860139883482
6,13.904635370305154,0.1593515986156345,0.09788852475122013,0.1113712082688625
7,14.244832950355732,0.11674969677145766,0.09950561254425386,0.1294545720403011
8,13.782766114294002,0.1674198978127236,0.09462510286706739,0.09932751609728886
9,14.772166792270356,0.13790173075714074,0.10199833747032469,0.11145501526502463
10,14.089985881231527,0.16063755435819646,0.09827190090333467,0.08860327074160942
