epoch,train_g,train_d,train_l1,val_l1
1,13.860875779548577,0.2898391140707299,0.10636179300799833,0.11559122456954075
2,13.27516821633398,0.2342367888782668,0.0970070228244351,0.10126159340143204
3,13.749625180674865,0.20059718343272673,0.10286814383173411,0.09220528774536572
4,13.70146310856912,0.21189672094398895,0.10267945187809192,0.11417889365783104
5,13.848788843745679,0.18604986736369608,0.1028742931321659,0.1098282400232095
6,13.289045924634005,0.2201549136945236,0.09838511860739868,0.10302400417052783
7,14.149415834815102,0.13378022327623537,0.10101676382849702,0.13674422754691198
8,13.230001955960704,0.16812756867766115,0.09356013454694663,0.10825141863181041
9,13.945214735723175,0.15136300996605273,0.0959364337994989,0.11144777960502185
10,14.37876246460771,0.14418317213143528,0.09925503784840085,0.11473033004082166
