epoch,train_g,train_d,train_l1,val_l1
1,23.375218273264117,0.25246388366264577,0.10062879765719439,0.0938727379991458
2,21.068439112300368,0.055081669465778804,0.07798494754639347,0.07355828124743241
3,21.00619314413155,0.0017610647544610948,0.07272380923407268,0.07935752490392098
4,21.313295972030776,0.001131779686815674,0.07232738876369148,0.07370496483949515
5,21.518871746232023,0.0008115556567033703,0.07181071430708455,0.07603048705137692
6,19.846943635856157,0.14991473539709732,0.07447514683008194,0.08730171219660686
7,21.07535520908052,0.15144555503090398,0.08496481015355187,0.11234489942972477
8,22.444863057769506,0.2210633925994677,0.094369770349127,0.1108290570286604
9,22.332172900174573,0.23169428907928213,0.09453064869199179,0.10441184101196435
10,21.33828596942193,0.29678461524303507,0.09315760941368288,0.09008639248517844
