epoch,train_g,train_d,train_l1,val_l1
1,8.633543377428984,0.34658371317571246,0.11216572098499905,0.17751850417027107
2,8.184402921558481,0.2630876717116453,0.0995983375912219,0.3461192273176633
3,8.739778788743822,0.24469930690144542,0.1077360098736476,0.14515441541488355
4,8.904836000594418,0.2560976348751414,0.1132373853990462,0.09359982036627255
5,8.990862686022194,0.19059241905940316,0.11000483146810953,0.11772010074212001
6,9.018722875983315,0.23249506167408113,0.10733551789174038,0.11929709349687283
7,9.59074717074369,0.14167614460848602,0.10865528894736703,0.11883254979665463
8,9.243563145662831,0.21077438916978056,0.1073427484494395,0.114350693157086
9,9.125869907109083,0.16901779698158523,0.10050943025709254,0.1585995486149421
10,9.989591826379826,0.11744884685489589,0.10704629723213416,0.1922715397981497
