epoch,train_g,train_d,train_l1,val_l1
1,8.514352705626361,0.35144592073243275,0.11587489765566007,0.10542222055105063
2,7.843780538677114,0.35778106650156255,0.10654470911331937,0.18776346399233892
3,8.173417787636275,0.2430042294801864,0.10550540177959257,0.1413060873746872
4,8.279305804092273,0.24556373290519798,0.10362913044153062,0.10816278194005673
5,8.570422358217492,0.2294847494139608,0.10427396948886129,0.10430588229344441
6,8.871587736416707,0.19856807952169822,0.10335373581774467,0.12716885254933283
7,9.27102729071558,0.1423111155431355,0.10534699557893044,0.10995636708461322
8,8.935917765693327,0.19561018352190743,0.09904482274983836,0.10018725292040752
9,10.000940774394348,0.10385489362432102,0.10839071731388042,0.1118459959442799
10,9.720007309871438,0.15882734113282201,0.10399116615278531,0.12064882539785825
