epoch,train_g,train_d,train_l1,val_l1
1,13.581952069712951,0.23184895072857628,0.10134684380176848,0.0878402699644749
2,12.430284989618622,0.2791226865740213,0.09436559004593739,0.10352383324733147
3,14.047716453012113,0.21907071943963524,0.10343555057734515,0.10463208361313893
4,13.033725054918138,0.3148379444548514,0.10331529866805118,0.11224879553684822
5,13.48733379566564,0.2304316560647129,0.10304852245391997,0.1086095984165485
6,13.554580806630902,0.24401906548084412,0.102193918309908,0.11710782406421807
7,14.544229372412758,0.17423235290411826,0.10792395657142706,0.1497799318570357
8,14.673045377815718,0.1519383748465803,0.10390314446613852,0.1071185114291998
9,14.803512185020784,0.1310284760640522,0.10280943160827181,0.10753132861394149
10,13.823033872958833,0.22299061198018294,0.0974911608922798,0.11904285389643449
