epoch,train_g,train_d,train_l1,val_l1
1,13.686262392364773,0.3351030626985352,0.10810653977425752,0.15898383466097024
2,13.49638375982774,0.23051520402386652,0.10008513228555696,0.11206045116369541
3,13.668859270821631,0.22826073882458484,0.10309558684846996,0.11623859176268944
4,13.22312356729423,0.21346133914405266,0.1012822711362248,0.11395464608302483
5,13.657629738866756,0.2136659189992774,0.10215343304176246,0.10368147377784435
6,13.946963993848952,0.18631703458495635,0.10184922234146995,0.1212492911861493
7,13.327356051554721,0.1878763130346758,0.09589843590438893,0.11190773661320026
8,14.21451179538153,0.16606224226493355,0.1001968270381995,0.09588947892189026
9,14.399911424754995,0.1085576899246667,0.09942660210406885,0.09105547230977279
10,13.453448835727388,0.21533772450319566,0.09498564984682387,0.10342671722173691
