epoch,train_g,train_d,train_l1,val_l1
1,22.387523397935176,0.2721250064061147,0.09577700805611315,0.0797578228207735
2,20.046786738707954,0.1554826404652105,0.0795973333966943,0.09422134722654636
3,21.0395801679223,0.11572273804155071,0.08240600405013666,0.07905938820197032
4,21.71941325938807,0.21648122099500183,0.09005028121503053,0.11099767684936523
5,22.150261583581436,0.26781892061101653,0.09570838168131567,0.09447670040222314
6,22.25380608887799,0.269594397643103,0.09575311061555306,0.09579786027853306
7,21.861511416139855,0.2418247500714739,0.09400840195934329,0.11254192946048883
8,22.017564317821403,0.23289170679924762,0.09365453564487727,0.08488160142531762
9,22.80445927645253,0.1743573170831114,0.09507751359348804,0.17637631984857413
10,22.3597420042595,0.23654802056210758,0.09410096995070973,0.17870517648183382
