epoch,train_g,train_d,train_l1,val_l1
1,22.16617131866185,0.2381619145533284,0.09351017609634231,0.08221656943743046
2,21.154484605367205,0.17231010094252044,0.08478253255639456,0.11600391910626338
3,22.60909909273671,0.2119725348378441,0.09356140450829953,0.09195879961435612
4,22.07082209966879,0.24011209495035948,0.09385083279514735,0.10402529858625852
5,23.14966205158065,0.2131526143149992,0.09735041738083933,0.10505868723759285
6,23.15798300346442,0.18416092241496113,0.09761207616698425,0.1147002732524505
7,23.689255081446824,0.22955693782562703,0.09927676288427505,0.11275391280651093
8,22.99364216559756,0.20230338518070964,0.09685219112223228,0.1003385862478843
9,23.25649361061839,0.1565521448125354,0.09455296904903597,0.1466892441877952
10,23.424459946894014,0.16365616951154266,0.09545357208863824,0.21321019186423376
