epoch,train_g,train_d,train_l1,val_l1
1,8.750036281822002,0.3006730751933909,0.11321376633327619,0.10339064093736502
2,8.103654215821123,0.3002417744755481,0.10173135033223481,0.12679202052263114
3,8.456370615326199,0.24334092415143957,0.10933872635385632,0.12733567219514114
4,8.365898073247049,0.19001095550777639,0.10126705388579749,0.10217373990095578
5,8.30463023312324,0.2632544379252776,0.10421326960873815,0.10455365593616779
6,8.974339236200382,0.14417874662255029,0.10295340326507535,0.11644443640342125
7,9.332623177925042,0.18511144570033766,0.1041557874563521,0.10718114674091339
8,9.523524102911486,0.13927525398115406,0.10378896227452607,0.10292264246023618
9,9.843778686185853,0.1340048227075949,0.10323527435549593,0.08936568464224155
10,9.933851697803599,0.0951699031500426,0.10706989091318266,0.12365532379883987
